,name,faction,loyalty,text,traits,card type,image name,cost,command,attack,health,shields,cycle,war pack,keywords,useful_quantities
860,Regeneration,Tyranids,Common,"Attach to an army unit.
Limit 1 per unit.
Attached unit gets +2 HP.
Action: Exhaust this attachment to remove 2 damage from attached unit.",Condition.,Attachment,Regeneration,1,-1,-1,-1,1,The Great Devourer,The Great Devourer,,3
861,Noxious Fleshborer,Tyranids,Common,"Attach to an army unit.
Attached unit gets +1 ATK and +1 HP while it is at an infested planet.
Reaction: After you win a command struggle at this planet, infest it.",Wargear. Biomorph.,Attachment,Noxious_Fleshborer,1,-1,-1,-1,1,The Great Devourer,The Great Devourer,,3
862,Pincer Tail,Tyranids,Common,"Attach to an army unit.
Attached unit gets +1 ATK.
Reaction: After attached unit damages an enemy non-warlord unit by an attack, the damaged unit cannot retreat before the start of the next combat round.",Wargear. Biomorph.,Attachment,Pincer_Tail,1,-1,-1,-1,1,The Great Devourer,The Great Devourer,,3
863,Parasitic Infection,Tyranids,Common,"Attach to an enemy army unit.
Reaction: After the combat phase begins, put 1 Termagant token into play at this planet and deal attached unit 1 damage.",Condition.,Attachment,Parasitic_Infection,2,-1,-1,-1,1,The Great Devourer,The Great Devourer,,3
864,Heavy Venom Cannon,Tyranids,Common,"Attach to an Elite army unit.
Attached unit gets +2 ATK.
Combat Action: Attached unit, until the end of the phase, gain either (choose one): Area Effect (2) or Armorbane. (Limit once per phase.)",Wargear. Biomorph.,Attachment,Heavy_Venom_Cannon,3,-1,-1,-1,2,The Great Devourer,The Great Devourer,,3
865,Brood Chamber,Tyranids,Common,Combat Action: Exhaust this support to give a target army unit you control a keyword (and all associated values) printed on a target enemy unit at that planet until the end of the phase.,Location.,Support,Brood_Chamber,0,-1,-1,-1,0,The Great Devourer,The Great Devourer,,3
866,Digestion Pool,Tyranids,Common,"Limited.
Interrupt: When you deploy a Tyranids unit at an infested planet, exhaust this support to reduce the unit's cost by 2.",Upgrade.,Support,Digestion_Pool,1,-1,-1,-1,0,The Great Devourer,The Great Devourer,Limited.Unique.,3
867,Mycetic Spores,Tyranids,Common,Combat Action: Exhaust this support to move a unit you control with the Hive Mind specialization to a planet with a Termagant token.,Upgrade.,Support,Mycetic_Spores,2,-1,-1,-1,0,The Great Devourer,The Great Devourer,,3
868,Spore Chimney,Tyranids,Common,"Reaction: After the headquarters phase begins, infest a target planet.",Upgrade.,Support,Spore_Chimney,2,-1,-1,-1,0,The Great Devourer,The Great Devourer,,3
869,Synaptic Link,Tyranids,Common,"Reaction: After a synapse unit you control commits to a planet, draw 1 card.",Upgrade.,Support,Synaptic_Link,2,-1,-1,-1,0,The Great Devourer,The Great Devourer,,3
870,Swarmling Termagants,Tyranids,Common,"Interrupt: When this unit is destroyed, put X Termagant tokens into play at this planet. X is the number of factions among enemy units at this planet.",Creature. Leviathan. Termagant.,Army,Swarmling_Termagants,2,1,1,1,0,Legions of Death,Legions of Death,,3
871,Striking Ravener,Tyranids,Common,"Reaction: After this unit destroys an army unit by an attack, ready this unit.",Creature. Kraken. Elite.,Army,Striking_Ravener,5,2,3,5,0,Planetfall Cycle,Decree of Ruin,,3
872,Acid Maw,Tyranids,Common,"Attach to an army unit you control.
Damage dealt by attached unit cannot be prevented.",Wargear. Biomorph.,Attachment,Acid_Maw,2,-1,-1,-1,1,Planetfall Cycle,Decree of Ruin,,3
873,Soaring Gargoyles,Tyranids,Common,Flying. HIVE MIND - Each Termagant token you control at this planet gains Flying.,Creature. Leviathan.,Army,Soaring_Gargoyles,2,0,2,3,0,Planetfall Cycle,Boundless Hate,Flying.Hive Mind.,3
874,Sacaellum Infestors,Tyranids,Common,"Reaction: After a planet is infested, exhaust this support to take either the card bonus or the resource bonus of that planet.",Upgrade.,Support,Sacaellum_Infestors,2,-1,-1,-1,0,Planetfall Cycle,Boundless Hate,Unique.,3
875,Genestealer Prowler,Tyranids,Common,,Creature. Genestealer.,Army,Genestealer_Prowler,1,0,2,2,0,Planetfall Cycle,Deadly Salvage,,3
876,Biomass Sacrifice,Tyranids,Common,Action: Discard 1 or more unit cards from your hand to gain RESOURCE equal to the number of cards discarded by this effect.,Tactic.,Event,Biomass_Sacrifice,0,-1,-1,-1,1,Planetfall Cycle,Deadly Salvage,,3
877,"""Subject: Ω-X62113""",Tyranids,Signature,Each Genestealer card in your hand may be deployed to infested planets as if it had ambush.,Creature. Genestealer.,Warlord,Subject_Ω-X62113,-1,-1,2,6,0,Planetfall Cycle,What Lurks Below,Unique.,1
878,Invasive Genestealers,Tyranids,Signature,"Reaction: After you deploy this unit, target an enemy army unit at this planet. Until the end of the phase, the targeted unit gets -1 HP and this unit gets +1 HP.",Creature. Genestealer.,Army,Invasive_Genestealers,3,1,2,3,0,Planetfall Cycle,What Lurks Below,,4
879,Ruined Passages,Tyranids,Signature,Combat Action: Exhaust and sacrifice this support to ready each Genestealer unit you control at a target planet.,Location.,Support,Ruined_Passages,3,-1,-1,-1,0,Planetfall Cycle,What Lurks Below,,1
880,Gene Implantation,Tyranids,Signature,"Reaction: After a Genestealer unit you control destroys an enemy unit with printed cost 3 or lower by an attack, put that unit into play from your opponent's discard pile under your control at the same planet.",Power.,Event,Gene_Implantation,1,-1,-1,-1,1,Planetfall Cycle,What Lurks Below,,2
881,Lethal Toxin Sacs,Tyranids,Signature,"You may deploy this attachment from your discard pile.
Attach to an army unit you control.
Attached unit gets +3 ATK and -1 HP.",Genestealer. Wargear.,Attachment,Lethal_Toxin_Sacs,2,-1,-1,-1,3,Planetfall Cycle,What Lurks Below,,1
882,Devourer Venomthrope,Tyranids,Common,"Reaction: After you win a command struggle at an infested planet, exhaust a target non-Elite army unit at this planet.",Creature. Psyker. Kraken.,Army,Devourer_Venomthrope,4,2,4,2,0,Planetfall Cycle,Wrath of the Crusaders,,3
883,Genestealer Brood,Tyranids,Common,"Reaction: After you deploy this unit, search the top 6 cards of your deck for a Genestealer card. Reveal it, add it to your hand, and place the remaining cards on the bottom of your deck in any order.",Creature. Genestealer.,Army,Genestealer_Brood,3,1,3,2,0,Planetfall Cycle,Wrath of the Crusaders,,3
884,Sudden Adaptation,Tyranids,Common,Action: Return a Tyranids army unit at a planet to your hand to put a Tyranids army unit with equal or lower printed cost and a different name into play from your hand at the same planet.,Power.,Event,Sudden_Adaptation,2,-1,-1,-1,1,Planetfall Cycle,Wrath of the Crusaders,,3
885,Genestealer Harvesters,Tyranids,Common,"Reaction: While this unit is at an infested planet, it gains: +1 card and +1 resource when command struggle won at this planet.",Creature. Genestealer.,Army,Genestealer_Harvesters,2,1,2,2,0,Planetfall Cycle,The Final Gambit,,3
886,Nesting Chamber,Tyranids,Common,Action: Exhaust this support to infest a planet with 2 or more Genestealer units at it.,Upgrade.,Support,Nesting_Chamber,1,-1,-1,-1,0,Planetfall Cycle,The Final Gambit,,3
887,Ymgarl Factor,Tyranids,Common,"Attach to an army unit you control.
Action: Pay 1 RESOURCE to have attached unit get, until the end of the phase, either: +2 ATK or +2 HP.",Skill. Genestealer.,Attachment,Ymgarl_Factor,1,-1,-1,-1,2,Planetfall Cycle,The Final Gambit,,3
888,Keening Maleceptor,Tyranids,Loyal,Combat Action: Remove an infestation token from this planet to trigger its Battle ability. (Limit once per phase.),Creature. Leviathan. Elite.,Synapse,Keening_Maleceptor,-1,1,1,5,0,Death World Cycle,Jungles of Nectavus,Unique.,1
889,Crush of Sky-Slashers,Tyranids,Common,"Flying.
Reaction: After a combat round begins at this planet, deal 1 damage to a target enemy unit at this planet with printed cost 2 or lower.",Creature.,Army,Crush_of_Sky-Slashers,1,0,1,2,0,Death World Cycle,Jungles of Nectavus,Flying.,3
890,Caustic Tyrannofex,Tyranids,Common,"Reaction: After you win a command struggle at this planet, until the end of the round, this unit gains “Hive Mind - Each Termagant token you control at this planet gains Armorbane.”",Creature. Leviathan. Elite.,Army,Caustic_Tyrannofex,5,3,4,4,0,Death World Cycle,Unforgiven,Hive Mind.,3
891,Loamy Broodhive,Tyranids,Common,"Reaction: After you deploy an Elite unit, exhaust this support to put 2 Termagant tokens into play at the same planet as that unit.",Location.,Support,Loamy_Broodhive,1,-1,-1,-1,0,Death World Cycle,Unforgiven,,3
892,Focal Warrior,Tyranids,Common,Each Elite unit you control at this planet gains Brutal.,Creature. Kraken.,Army,Focal_Warrior,2,1,1,3,0,Death World Cycle,Slash and Burn,,3
893,Flesh Hooks,Tyranids,Common,"Deep Strike (1).
Attach to an enemy army unit with printed cost 2 or lower.
Attached unit cannot be readied.",Wargear. Biomorph.,Attachment,Flesh_Hooks,1,-1,-1,-1,1,Death World Cycle,Slash and Burn,Deep Strike.,3
894,Mucolid Spores,Tyranids,Common,"Flying. Mobile. 
Interrupt: When this unit is destroyed, destroy up to 2 target enemy support cards.",Creature.,Army,Mucolid_Spores,3,1,0,2,0,Death World Cycle,Searching for Truth,Mobile.Flying.,3
895,Burst Forth,Tyranids,Common,"Deep Strike (0).
Reaction: After you Deep Strike this event, commit either your warlord or a synapse unit you control to this planet.",Tactic.,Event,Burst_Forth,-1,-1,-1,-1,1,Death World Cycle,Searching for Truth,Deep Strike.,3
896,Lictor Vine Lurker,Tyranids,Common,"Deep Strike (2).
Reaction: After you Deep Strike this unit, discard 1 card at random from your opponent's hand.",Creature. Leviathan.,Army,Lictor_Vine_Lurker,4,1,3,3,0,Death World Cycle,Against the Great Enemy,Deep Strike.,3
897,Invasion Site,Tyranids,Common,"Reaction: After an Elite unit you control is destroyed, sacrifice this support to gain X RESOURCE. X is equal to that unit's printed cost.",Location.,Support,Invasion_Site,0,-1,-1,-1,0,Death World Cycle,Against the Great Enemy,Unique.,3
898,Slavering Mawloc,Tyranids,Common,"Deep Strike (3).
Reaction: After you Deep Strike this unit, it gains Armorbane until the end of the phase.",Creature. Leviathan. Elite.,Army,Slavering_Mawloc,6,0,3,6,0,Death World Cycle,The Warp Unleashed,Deep Strike.,3
899,Armored Shell,Tyranids,Common,"Attach to an army unit you control.
Reaction: After attached unit is assigned damage by an attack, prevent all but 2 of that damage.",Wargear. Biomorph.,Attachment,Armored_Shell,2,-1,-1,-1,1,Death World Cycle,The Warp Unleashed,,3
900,"""Parasite of Mortrex""",Tyranids,Signature,"Flying.
Reaction: After this warlord is declared as an attacker, search your discard pile or your deck for a Condition attachment. Reveal it, and put it into play attached to an eligible enemy unit at this planet. Then, shuffle your deck.",Creature. Kraken.,Warlord,Parasite_of_Mortrex,-1,-1,1,7,0,Navida Prime Cycle,Breaching the Veil,Flying.Unique.,1
901,Savage Parasite,Tyranids,Signature,"Attach to a non-warlord unit.
Reaction: After the combat phase begins, put 1 Termagant token into play at this planet, and deal attached unit 1 damage.
Interrupt: When this attachment leaves play, attach it to a target eligible unit instead.",Condition.,Attachment,Savage_Parasite,6,-1,-1,-1,1,Navida Prime Cycle,Breaching the Veil,,4
902,Swarming Rippers,Tyranids,Signature,Each enemy unit with 1 or more Condition attachments at this planet gets -1 ATK.,Creature. Swarm.,Army,Swarming_Rippers,2,1,2,2,0,Navida Prime Cycle,Breaching the Veil,,2
903,Sweep Attack,Tyranids,Signature,"Reaction: After your warlord commits to a planet, search your discard pile or your deck for a Condition attachment. Reveal it, and put it into play attached to an eligible enemy unit at an adjacent planet. Then, shuffle your deck.",Tactic.,Event,Sweep_Attack,0,-1,-1,-1,3,Navida Prime Cycle,Breaching the Veil,,1
904,Prey on the Weak,Tyranids,Signature,"Interrupt: When an enemy unit with a Condition attachment leaves play from a planet, exhaust this support to infest that planet. 
Action: Sacrifice a Synapse unit to put a Synapse unit with a different name into play at your HQ from the card collection. (Limit once per game.)",Upgrade.,Support,Prey_on_the_Weak,1,-1,-1,-1,0,Navida Prime Cycle,Breaching the Veil,,1
905,Ardaci-strain Broodlord,Tyranids,Loyal,"Reaction: After you infest a planet, draw a card and infest an adjacent planet. (Limit once per phase.)",Creature. Genestealer. Elite.,Synapse,Ardaci-strain_Broodlord,-1,1,1,4,0,Confrontation Cycle,By Imperial Decree,Unique.,1
906,Aberrant Alpha,Tyranids,Loyal,Each army unit you control at an infested planet gets +1 HP.,Genestealer. Elite.,Synapse,Aberrant_Alpha,-1,1,1,4,0,Bloodied Path Cycle,Herald of the Plague God,Unique.,1
907,Praetorian Shadow,Tyranids,Loyal,"While this unit is at the same or adjacent planet as your warlord, your warlord gets +1 ATK.
Reaction: After your warlord is assigned damage, exhaust this unit to prevent 1 of that damage.",Creature. Elite.,Synapse,Praetorian_Shadow,-1,1,1,5,0,Chronicles of Heroes,Chronicles of Heroes,Unique.,1
908,Vanguarding Horror,Tyranids,Loyal,"Reduce the Deep Strike value of each card you control at each adjacent planet by 1.
Combat Action: Exhaust this unit to move a card in reserve either: from this planet to an adjacent planet or from an adjacent planet to this planet.",Creature. Elite.,Synapse,Vanguarding_Horror,-1,1,1,4,0,Chronicles of Heroes,Chronicles of Heroes,Unique.,1
909,Seething Mycetic Spore,Tyranids,Common,"Deep Strike (1).
Reaction: After you Deep Strike this unit, put 2 army units into play from your hand or discard pile at this planet. They must have different names and a printed cost of 1 or less.",Creature. Transport.,Army,Seething_Mycetic_Spore,-1,0,1,3,0,Bloodied Path Cycle,Herald of the Plague God,Deep Strike.,3
910,Spreading Genestealer Brood,Tyranids,Common,"Reaction: After this unit enters play, put a Brood unit into play from your discard pile at this planet.",Creature. Genestealer. Brood.,Army,Spreading_Genestealer_Brood,1,1,1,1,0,Confrontation Cycle,The Laughing God,,3
911,Icy Trygon,Tyranids,Common,"Deep Strike (1).
Interrupt: When this unit would be destroyed by taking damage, remove all damage from it and put it into reserve at this planet instead.",Creature.,Army,Icy_Trygon,3,1,2,4,0,Bloodied Path Cycle,The Shadow in the Warp,Deep Strike.,3
912,Emergent Cultists,Tyranids,Common,"While at an infested planet, this unit gets +1 HP.
Reaction: After you deploy this unit, exhaust a target enemy support card.",Hybrid. Genestealer.,Army,Emergent_Cultists,2,1,3,2,0,Confrontation Cycle,By Imperial Decree,,3
913,Growing Tide,Tyranids,Common,"No Attachments. Cannot Retreat.
Interrupt: When this unit leaves the first planet, move it to an adjacent planet to remove all damage from it and give it +1 ATK and +1 HP until the end of the game instead.",Swarm.,Army,Growing_Tide,2,1,1,1,0,Confrontation Cycle,The Laughing God,No Attachments.,3
914,Rain of Mycetic Spores,Tyranids,Common,"Limited.
Attach to a planet. (Limit 1 per planet)
Headquarters Action: Exhaust this attachment to infest attached planet. If the planet is already infested, infest an adjacent planet instead. If all adjacent planets are already infested, gain 2 RESOURCE instead.",Location.,Attachment,Rain_of_Mycetic_Spores,1,-1,-1,-1,1,Navida Prime Cycle,Promise of War,Limited.,3
915,Adaptative Thorax Swarm,Tyranids,Common,"Attach to an army unit.
Attached unit gets +1 ATK and +1 HP per planet in your victory display.
Reaction: After the first round begins, reveal this card from your hand and up to two cards from your hand, put them on the bottom of your deck in any order and draw the same amount of cards.",Biomorph.,Attachment,Adaptative_Thorax_Swarm,1,-1,-1,-1,2,Navida Prime Cycle,Overrun,Unique.,3
916,Contaminated Convoys,Tyranids,Common,"Reaction: After a phase begins, until the end of this phase, when an enemy army unit enters play at a planet, put a Termagant token into play at the same planet and infest it.",Tactic.,Event,Contaminated_Convoys,1,-1,-1,-1,1,Navida Prime Cycle,Enemy Territory,,3
917,Overrun,Tyranids,Common,"If all effects of this event are cancelled, draw 2 cards.
Action: Exhaust a target army unit. Then, you may sacrifice a unit to rout it.",Tactic.,Event,Overrun,2,-1,-1,-1,1,Confrontation Cycle,A Mask Falls Off,,3
918,Rapid Evolution,Tyranids,Common,"Limited.
Deploy Action: Discard one or more cards from your hand. For each unit discarded, put a Termagant token into play at a planet. For each attachment, draw a card.For each support, gain 1 RESOURCE.(Limit 2 per type)",Power.,Event,Rapid_Evolution,0,-1,-1,-1,2,Bloodied Path Cycle,The Shadow in the Warp,Limited.,3
919,Drifting Spore Mines,Tyranids,Common,"Forced Reaction: After the combat phase begins, your opponent moves this unit to an adjacent planet. Then you may deal 1 damage to this unit to deal 1 damage to a non-unique unit at that planet.",Creature. Drone.,Army,Drifting_Spore_Mines,1,1,0,2,0,Confrontation Cycle,The Laughing God,,3
920,Goliath Rockgrinder,Tyranids,Common,"While at an infested planet, this unit gets +2 HP.
Reaction: After this unit destroys an enemy unit, put X Termagant tokens into play at this planet. X is the printed HP value of that enemy unit. (Limit once per phase.)",Genestealer. Vehicle. Elite.,Army,Goliath_Rockgrinder,5,2,3,5,0,Confrontation Cycle,A Mask Falls Off,,3
921,Magus Harid,Tyranids,Signature,"Reaction: After an enemy unit enters play, put a card from your hand facedown attached to that unit. Then draw a card. (Limit once per round.)
As an interrupt when that unit leaves play, you may deploy the facedown card at the same planet.",Hybrid. Genestealer.,Warlord,Magus_Harid,-1,-1,2,7,0,Confrontation Cycle,A Mask Falls Off,Unique.,1
922,Genestealer Hybrids,Tyranids,Signature,"Cannot be deployed from your hand.
Each other unit you control at this planet cannot be damaged by Area Effect.
This unit must be declared as a defender, if able.",Hybrid. Genestealer.,Army,Genestealer_Hybrids,2,1,2,4,0,Confrontation Cycle,A Mask Falls Off,,4
923,Imperial Bastion,Tyranids,Signature,"Your warlord's ability can trigger twice per round instead of once.
Combat Action: Exhaust this support to deal 1 damage to a unit with a facedown attached card.",Location. Genestealer.,Support,Imperial_Bastion,1,-1,-1,-1,0,Confrontation Cycle,A Mask Falls Off,,1
924,Banner of the Cult,Tyranids,Signature,"Attach to an army unit you control.
Interrupt: When attached unit leaves play, exhaust a target enemy army unit at this planet and return this card to your hand.",Standard. Genestealer.,Attachment,Banner_of_the_Cult,0,-1,-1,-1,3,Confrontation Cycle,A Mask Falls Off,,1
925,Accelerated Gestation,Tyranids,Signature,"Action: Reveal a facedown card you control attached to a unit. If it is a unit, deploy it at this planet and deal 1 unpreventable damage to attached unit. (Max 1 per round.)",Tactic. Genestealer.,Event,Accelerated_Gestation,0,-1,-1,-1,1,Confrontation Cycle,A Mask Falls Off,,2
926,Hive Ship Tendrils,Tyranids,Common,"Reaction: After a unit you control with the Hive Mind specialization leaves play, put an infestation token on this support. Then you may sacrifice this support to put a unit with the Hive Mind specialization and printed cost equal or lower to the number of tokens on this support into play from your discard pile at a planet.",Location.,Support,Hive_Ship_Tendrils,0,-1,-1,-1,0,Navida Prime Cycle,Enemy Territory,Unique.,3
927,Vale Tenndrac,Tyranids,Common,"Reaction: After this unit enters play, put 1 Termagant token into play at this planet and each adjacent infested planet.
Interrupt: When your opponent triggers an ability that discards a card from your hand, put this unit into play at a planet to draw two cards.",Hybrid. Genestealer.,Army,Vale_Tenndrac,2,1,2,3,0,Confrontation Cycle,The Laughing God,Unique.,3
928,Tunneling Mawloc,Tyranids,Common,"Deep Strike (3).
Reaction: After you deep strike this unit, move a non-Elite army unit you control or up to 4 Termagants you control to this planet. Then infest this planet.",Creature. Kraken. Elite.,Army,Tunneling_Mawloc,5,1,4,4,0,Navida Prime Cycle,Aligned Stars,Deep Strike.,3
929,Shedding Hive Crone,Tyranids,Common,"Flying.
Reaction: After an attack by this unit against an army unit doesn't destroy it, put 3 Termagant tokens into play at this planet. If the planet is infested, put 4 tokens instead.",Creature. Kraken. Elite.,Army,Shedding_Hive_Crone,7,1,6,7,0,Confrontation Cycle,A Mask Falls Off,Flying.,3
930,Erupting Aberrants,Tyranids,Common,"Reaction: After your opponent captures a planet, destroy a target army unit and put this unit into play from your hand at the same planet under the control of the controller of the destroyed unit. Then if that unit had 1 or more attachments, pay 1 RESOURCE, if able.",Hybrid. Genestealer.,Army,Erupting_Aberrants,3,1,3,4,0,Navida Prime Cycle,Overrun,,3
931,Strangleweb Termagant,Tyranids,Common,"Interrupt: When an enemy army unit would move from this planet to another planet, exhaust this unit to cancel that move.",Creature. Termagant.,Army,Strangleweb_Termagant,1,1,0,2,0,Navida Prime Cycle,Promise of War,,3
932,Planet Absorption,Tyranids,Common,"Deploy Action: Gain 3 RESOURCE and draw 3 cards. Then remove a planet in your victory display from the game. When this round ends or when another event named ""Planet Absorption"" is played, you lost the game. Max 1 per round.",Tactic.,Event,Planet_Absorption,0,-1,-1,-1,2,Navida Prime Cycle,Aligned Stars,,3
933,Reinforced Synaptic Network,Tyranids,Common,"Deploy Action: Put a synapse unit into play at your HQ from the card collection (only once per synapse). When your warlord commits to a planet, commit this unit to an adjacent planet. At the end of the round, discard any synapse unit not from your deck you control.",Tactic.,Event,Reinforced_Synaptic_Network,1,-1,-1,-1,1,Defenders of the Faith,Defenders of the Faith,,3
934,Pulsating Carapace,Tyranids,Common,"Attach to a Behemoth warlord unit.
Reduce all damage taken by attached unit to 2.
Action: Exhaust this attachment to remove 2 damage from attached unit or infest this planet.",Biomorph.,Attachment,Pulsating_Carapace,2,-1,-1,-1,1,Bloodied Path Cycle,Herald of the Plague God,Preparation.Unique.,3
935,Hive Fleet Behemoth,Tyranids,Common,"Reaction: After you capture a planet, put a token on this support. Then if there are 2 tokens or more on this support, put a Termagant token into play at each planet.",Pledge.,Support,Hive_Fleet_Behemoth,1,-1,-1,-1,0,Chronicles of Heroes,Chronicles of Heroes,Preparation.,1
936,Hive Fleet Kraken,Tyranids,Common,"While there are 4 tokens or more on this support, each Hive-mind unit you control at a planet with a warlord or synapse unit you control gets +1 HP.
Reaction: After you deploy a Hive-mind unit put a token on this support.",Pledge.,Support,Hive_Fleet_Kraken,1,-1,-1,-1,0,Chronicles of Heroes,Chronicles of Heroes,Preparation.,1
937,Hive Fleet Leviathan,Tyranids,Common,"Reduce damage dealt by Area Effect to 1.
Reaction: After you deploy this support, infest a target planet.",Pledge.,Support,Hive_Fleet_Leviathan,1,-1,-1,-1,0,Chronicles of Heroes,Chronicles of Heroes,Preparation.,1
938,"""Subject: W-808""",Tyranids,Signature,"Reaction: After the deploy phase begins, pay 1 resource to put into play a synapse unit from the card collection at a non-first planet. Remove that card from the game at the end of the round. (Limit once per synapse)",Creature. Dagon.,Warlord,Subject_W-808,-1,-1,2,6,0,Bloodied Path Cycle,Last Stand,Unique.,1
939,Burgeoning Incubation,Tyranids,Signature,"Reaction: After the deploy phase begins, sacrifice this supportsto target a planet. If you win a battle at that planet this round, put a synapse into play from the card collection at your HQ.",Location.,Support,Burgeoning_Incubation,1,-1,-1,-1,0,Bloodied Path Cycle,Last Stand,,1
940,Protective Horrors,Tyranids,Signature,"While at a planet with a unique unit, this unit gets Sweep (1).
Reaction: After a synapse unit at this planet is assigned damage, reassign all of that damage to this unit instead.",Creature.,Army,Protective_Horrors,2,1,1,3,0,Bloodied Path Cycle,Last Stand,,4
941,The Shadow in the Warp,Tyranids,Signature,"Limited.
Action: Until the end of the round, gain 1 resource each time you play an event and your opponent must pay 1 resource each time they play an event.",Power.,Event,The_Shadow_in_the_Warp,0,-1,-1,-1,1,Bloodied Path Cycle,Last Stand,Limited.,2
942,Planetary Devastation,Tyranids,Signature,"Limited.
Attach to a planet.
Attached planet loses its textbox, type (color) and its bonuses are set to 0.
Action: Return this attachment to your hand to put a Termagant token into play at this planet.",Disaster.,Attachment,Planetary_Devastation,0,-1,-1,-1,3,Bloodied Path Cycle,Last Stand,Limited.,1
943,Nahumekh,Necrons,Signature,"Reaction: After the combat phase begins, a target army unit at this planet gets -X HP until the end of the phase. X is the number of non-Necrons factions among units you control.",Warrior. Sautekh.,Warlord,Nahumekh,-1,-1,2,6,0,Legions of Death,Legions of Death,Unique.,1
944,Destroyer Cultist,Necrons,Signature,This unit gets +1 ATK for each non-Necrons faction among units you control.,Warrior. Sautekh.,Army,Destroyer_Cultist,3,1,1,4,0,Legions of Death,Legions of Death,,4
945,Obedience,Necrons,Signature,"Reaction: After a phase begins, exhaust this support to move a non-Necrons unit you control to a target planet.",Upgrade.,Support,Obedience,2,-1,-1,-1,0,Legions of Death,Legions of Death,,1
946,Hate,Necrons,Signature,Deploy Action: Destroy a target army unit with a faction symbol that matches your enslaved faction. X is that unit's printed cost.,Tactic.,Event,Hate,0,-1,-1,-1,1,Legions of Death,Legions of Death,,2
947,The Staff of Command,Necrons,Signature,"Attach to your warlord.
Action: Exhaust this attachment to set your enslavement dial to another faction.",Wargear. Weapon.,Attachment,The_Staff_of_Command,0,-1,-1,-1,3,Legions of Death,Legions of Death,Unique.,1
948,Anrakyr the Traveller,Necrons,Signature,Deploy Action: Deploy the topmost unit card in a target discard pile. (Limit once per phase.),Soldier.,Warlord,Anrakyr_the_Traveller,-1,-1,2,7,0,Legions of Death,Legions of Death,Unique.,1
949,Pyrrhian Eternals,Necrons,Signature,"For each card named Pyrrhian Eternals in your discard pile, this unit gets +1 ATK and +1 HP.",Soldier.,Army,Pyrrhian_Eternals,2,1,1,1,0,Legions of Death,Legions of Death,,5
950,Slumbering Tomb,Necrons,Signature,"Action: Exhaust this support to draw 2 cards. Then, discard 2 cards from your hand.",Location.,Support,Slumbering_Tomb,1,-1,-1,-1,0,Legions of Death,Legions of Death,,1
951,Awake the Sleepers,Necrons,Signature,Action: Shuffle any number of Necrons cards from your discard pile into your deck.,Tactic.,Event,Awake_the_Sleepers,1,-1,-1,-1,1,Legions of Death,Legions of Death,,1
952,Pyrrhian Warscythe,Necrons,Signature,"Attach to your warlord.
Attached unit gets +1 ATK.
Reaction: After attached unit is declared as an attacker, discard the top 2 cards of your deck.",Wargear. Weapon.,Attachment,Pyrrhian_Warscythe,1,-1,-1,-1,3,Legions of Death,Legions of Death,,1
953,Canoptek Scarab Swarm,Necrons,Common,"Interrupt: When this unit is destroyed, return a target Necrons unit from your discard pile to your hand.",Drone.,Army,Canoptek_Scarab_Swarm,1,0,2,2,0,Legions of Death,Legions of Death,,3
954,Warriors of Gidrim,Necrons,Common,This unit gains 1 command icon while you have 2 or more non-Necrons factions among units you control.,Warrior. Sautekh.,Army,Warriors_of_Gidrim,1,1,1,1,0,Legions of Death,Legions of Death,,3
955,Flayed Ones Pack,Necrons,Common,"Forced Reaction: After this unit is declared as an attacker, discard the top 3 cards of your deck.",Warrior.,Army,Flayed_Ones_Pack,2,1,3,2,0,Legions of Death,Legions of Death,,3
956,Immortal Vanguard,Necrons,Common,Each non-Necrons Warrior unit you control at this planet gets +1 ATK and +1 HP.,Soldier. Novokh.,Army,Immortal_Vanguard,2,1,1,3,0,Legions of Death,Legions of Death,,3
957,Patrolling Wraith,Necrons,Common,"Reaction: After this unit destroys an enemy unit by an attack, your opponent must reveal his hand and discard each revealed card with the same name as the destroyed unit.",Drone.,Army,Patrolling_Wraith,2,0,2,3,0,Legions of Death,Legions of Death,,3
958,Decaying Warrior Squad,Necrons,Common,Combat Action: Deploy this card from your discard pile at a planet.,Warrior.,Army,Decaying_Warrior_Squad,2,0,2,2,0,Legions of Death,Legions of Death,,3
959,Deathmark Assassins,Necrons,Common,"Reaction: After the combat phase begins, discard the top card of your deck. This unit gets +X ATK until the end of the phase. X is the printed cost of the discarded card.",Scout.,Army,Deathmark_Assassins,3,0,2,3,0,Legions of Death,Legions of Death,,3
960,Mandragoran Immortals,Necrons,Common,"Ranged.
Action: Sacrifice a non-Necrons Soldier unit at this planet to ready this unit. (Limit once per phase.)",Soldier. Sautekh.,Army,Mandragoran_Immortals,3,1,2,3,0,Legions of Death,Legions of Death,,3
961,Tomb Blade Squadron,Necrons,Common,"No Wargear Attachments.
Reaction: After you deploy a non-Necrons Scout unit, move this unit to a planet. Then, a target non-warlord unit at this planet gets -1 HP until the end of the phase.",Vehicle. Sautekh.,Army,Tomb_Blade_Squadron,3,2,0,3,0,Legions of Death,Legions of Death,No Wargear Attachments.,3
962,Reanimating Warriors,Necrons,Common,"Interrupt: When this unit would be destroyed by taking damage, remove all damage from it and move this unit to an adjacent planet instead. (Limit once per phase.)",Warrior.,Army,Reanimating_Warriors,3,1,2,2,0,Legions of Death,Legions of Death,,3
